lambda,tau,beta,log_lambda,log_tau,log_beta,Case,accept_frac
8.645943009260055,4735.641031295103,1.8035422837924364,2.15709019465074,8.462872377934252,0.5897526664941231,First,0.431625
13.204655531469806,7491.1820668266055,1.8790966371015336,2.5805694591892157,8.9214818833951,0.6307911491788495,First,0.431625
0.06683661129038967,24.991952053149532,1.3888975949998044,-2.7055042753673773,3.2185538551675004,0.32851033535224883,First,0.431625
0.03568846991763386,4.927104645896517,1.152539883227278,-3.3329276138579194,1.5947515226089604,0.14196810112701594,First,0.431625
0.030628385463875602,4.178559846187638,1.075503018281121,-3.485828070467775,1.4299666527661796,0.07278847611977675,First,0.431625
0.027321043613419783,2.788713943258032,0.966315558998466,-3.6000980453964044,1.0255805373248688,-0.034264832483337254,First,0.431625
0.03412318781348691,5.432747049114355,1.1083422323057106,-3.377778131253784,1.6924449082514583,0.10286541455548394,First,0.431625
15.292615467579147,6664.617031448513,2.1406358952728657,2.7273700627079505,8.804567771314305,0.7611029322180068,First,0.431625
7.644801233349993,3552.0322203152887,2.0496932542933535,2.034025839481225,8.175275175105629,0.7176901499023017,First,0.431625
15.122127255245292,8654.604514400851,1.9267026044267415,2.716159052339745,9.065846772100757,0.6558100466588626,First,0.431625
0.0379692034203456,8.088508214263719,1.176379323580769,-3.270979884143491,2.090444315335556,0.1624413515323359,First,0.431625
13.668402763042419,5603.1299450428005,2.1236148453328547,2.615086801410516,8.63108063934397,0.7531197523475366,First,0.431625
23.59609213843643,9665.275945800171,2.0842022973442575,3.161081110966076,9.17629494227471,0.7343861908422833,First,0.431625
17.390121421767294,8872.790646263698,1.8837318602045565,2.8559023106171058,9.090744642086534,0.6332548412928568,First,0.431625
15.628865938918747,7464.935941603938,2.1156272515640704,2.749119585109962,8.917972128771561,0.7493513413727407,First,0.431625
20.706541809575366,7770.051006840327,2.1982765614059803,3.0304496797926213,8.958032007927061,0.7876736721817901,First,0.431625
12.118866650166687,5792.619078337507,1.9972373381003474,2.4947634655564497,8.664339813425833,0.6917648946930502,First,0.431625
13.017717490133652,6793.167760941194,1.8212980353869448,2.5663113134347375,8.82367264503551,0.5995494531345474,First,0.431625
15.645629656926076,7266.40156488448,2.072267337904095,2.750191622838689,8.891016477546959,0.7286433401593333,First,0.431625
19.086895364649514,9508.470431626463,1.9299644308129174,2.9490019930109086,9.159938304709467,0.6575015731163537,First,0.431625
17.067611645041232,7845.871727591634,2.03357632839925,2.837182611671135,8.967742777871088,0.7097959811410331,First,0.431625
24.342461827733008,8803.145051780803,2.2369313143743463,3.1922222257369786,9.08286432886472,0.805104977688972,First,0.431625
5.280919482167593,1967.6900876642774,2.0382195027838987,1.6641002269067258,7.584615589431239,0.7120766339977727,First,0.431625
0.05553463856866458,17.341260051292267,1.3481141954698546,-2.890748334556293,2.8530886360301473,0.2987067236422725,First,0.431625
12.940566963748667,6559.766506871708,1.912578607343878,2.560367102931203,8.788710287839994,0.6484523877530466,First,0.431625
23.59583839660378,9976.971101197185,2.141712749041316,3.161070357355034,9.208034826366983,0.7616058589437782,First,0.431625
11.299122422464038,5549.88702051146,2.0317841440739173,2.4247250609736204,8.621532849868679,0.7089142957635289,First,0.431625
0.02946570413755036,3.0037903478180272,1.1556696386827627,-3.5245282635554216,1.0998749404603998,0.1446799497211982,First,0.431625
17.913069987821757,8564.913525437354,2.03282970730766,2.8855306133219525,9.055429314436074,0.7094287669015185,First,0.431625
0.04621647550687047,9.994504985016993,1.3101426027399494,-3.0744189317628168,2.3020354404644663,0.2701359883419576,First,0.431625
1.7986516481729045,1013.6121287624778,1.8675160696047997,0.5870372998498627,6.921275594959881,0.6246092428632083,First,0.431625
16.25171698589862,8022.009478379612,2.029179055780773,2.7881985638647353,8.989944227877494,0.7076313052402052,First,0.431625
5.342784033764236,2555.130009777764,1.9266858745106223,1.6757468717514898,7.8458583857963715,0.6558013634356628,First,0.431625
0.02868670882022376,4.406608805376398,0.9545351638330932,-3.551321370793147,1.4831054152705268,-0.0465307964392888,First,0.431625
0.031011412228669034,3.0922931335730413,1.134693465891546,-3.473400005833894,1.1289129301038368,0.1263625403524225,First,0.431625
15.043105189111731,7686.494361069082,1.9887888809142302,2.710919759253343,8.947220088737486,0.6875258509070266,First,0.431625
12.948747819447274,7188.205858179878,1.9010914295610024,2.560999089991456,8.880196886639139,0.6424281578578951,First,0.431625
0.14983109588127635,59.47204843285342,1.6950960670593158,-1.8982466467892705,4.085506427935339,0.5277394159575082,First,0.431625
18.46279568946687,7376.709333259854,2.080558178300695,2.9157576634078874,8.906082928353912,0.7326362126647341,First,0.431625
0.03436725449258606,7.135188414746182,1.0419096712116167,-3.3706510722366767,1.965038657692427,0.041055251676841265,First,0.431625
0.04383537318798431,6.442157931468762,1.3733847439355975,-3.1273141805072147,1.8628635665148556,0.3172783088972181,First,0.431625
0.0593062603254371,16.956541071860457,1.3918025461362422,-2.8250404081385283,2.8306536633292527,0.3305997028106454,First,0.431625
0.023276771114353396,0.6876203226203,0.9442400362383139,-3.760299363575388,-0.37451845003426376,-0.057374869483037105,First,0.431625
18.414352304310537,7789.108892458708,2.260080719779936,2.9131303770987573,8.960481741109644,0.8154005293631537,First,0.431625
18.514355600329605,9078.303735470161,1.8962790831762777,2.9185464095648976,9.113642640869354,0.6398935887686749,First,0.431625
9.434360322227523,4833.381392125229,1.8380884892951808,2.244358378136039,8.483301582889446,0.6087261671136476,First,0.431625
0.026893239311527744,1.8941938720902773,1.050690324174492,-3.6158803506711994,0.638793350713446,0.04944739973756618,First,0.431625
20.184134986137767,8329.617736066422,2.105343137829521,3.004896899095712,9.027572844079868,0.7444784646948988,First,0.431625
8.645943009260055,4735.641031295103,1.8035422837924364,2.15709019465074,8.462872377934252,0.5897526664941231,First,0.431625
11.942056956304986,6726.523125520906,1.8504337221015992,2.4800663675243286,8.813813665892022,0.6154200559916874,First,0.431625
0.06683661129038967,24.991952053149532,1.3888975949998044,-2.7055042753673773,3.2185538551675004,0.32851033535224883,First,0.431625
0.03568846991763386,4.927104645896517,1.152539883227278,-3.3329276138579194,1.5947515226089604,0.14196810112701594,First,0.431625
0.030628385463875602,4.178559846187638,1.075503018281121,-3.485828070467775,1.4299666527661796,0.07278847611977675,First,0.431625
0.027321043613419783,2.788713943258032,0.966315558998466,-3.6000980453964044,1.0255805373248688,-0.034264832483337254,First,0.431625
0.035515824950497925,7.132913150223439,1.0879355234973294,-3.337776908574684,1.9647197274504928,0.08428188518629406,First,0.431625
15.292615467579147,6664.617031448513,2.1406358952728657,2.7273700627079505,8.804567771314305,0.7611029322180068,First,0.431625
7.644801233349993,3552.0322203152887,2.0496932542933535,2.034025839481225,8.175275175105629,0.7176901499023017,First,0.431625
17.102860493393198,9883.281346383294,1.9549282362809923,2.839245729834214,9.198599855681529,0.6703534849789232,First,0.431625
0.03785309195705949,8.012709738404642,1.1748768358702515,-3.274042612684524,2.0810289983041477,0.16116332156610985,First,0.431625
16.142949322295166,5746.360379409646,2.26734468003703,2.781483379871398,8.656321955882591,0.8186094023311714,First,0.431625
22.768651362165873,9569.040408047545,2.0596930302737246,3.1253846496068407,9.166288208578116,0.7225569572675056,First,0.431625
15.509009323400377,8592.562669461478,1.8136068706929125,2.741421101737776,9.058652302204692,0.5953176086319464,First,0.431625
15.628865938918747,7464.935941603938,2.1156272515640704,2.749119585109962,8.917972128771561,0.7493513413727407,First,0.431625
20.706541809575366,7770.051006840327,2.1982765614059803,3.0304496797926213,8.958032007927061,0.7876736721817901,First,0.431625
12.647110310032058,6730.841405027083,1.999716603178798,2.5374287550889507,8.814455437859273,0.6930054721091761,First,0.431625
13.044947013478348,6891.242431609153,1.82965596170957,2.568400856754329,8.83800667164233,0.6041279501134813,First,0.431625
14.947762750294574,6878.256547439835,2.0204782530378034,2.7045616398284675,8.836120490011604,0.7033342423197466,First,0.431625
19.086895364649514,9508.470431626463,1.9299644308129174,2.9490019930109086,9.159938304709467,0.6575015731163537,First,0.431625
17.615838859417096,7924.8962133250425,2.0493196141328505,2.868798432539366,8.977764502549322,0.7175078425158498,First,0.431625
24.342461827733008,8803.145051780803,2.2369313143743463,3.1922222257369786,9.08286432886472,0.805104977688972,First,0.431625
5.280919482167593,1967.6900876642774,2.0382195027838987,1.6641002269067258,7.584615589431239,0.7120766339977727,First,0.431625
0.05467557482885684,17.433812335451925,1.3379516092359045,-2.906338198915234,2.858411558246255,0.2911397945616581,First,0.431625
17.189869460997787,7538.109571746146,2.0360156162766305,2.844320225473998,8.92772670963894,0.7109947687357919,First,0.431625
23.59583839660378,9976.971101197185,2.141712749041316,3.161070357355034,9.208034826366983,0.7616058589437782,First,0.431625
14.167085720810348,6358.171963571461,2.090207944716941,2.6509213671172684,8.757496187907673,0.7372635561072886,First,0.431625
0.02946570413755036,3.0037903478180272,1.1556696386827627,-3.5245282635554216,1.0998749404603998,0.1446799497211982,First,0.431625
18.140671425433844,8436.982448590501,2.0998997900946867,2.898156457531987,9.040379993873135,0.7418896245882595,First,0.431625
0.044291474631152315,9.026138473593962,1.3400107551010287,-3.116963066700586,2.2001246429217347,0.29267764012540787,First,0.431625
1.114817836352071,630.5383924738859,1.8594694780564147,0.10869101609586185,6.446574045658795,0.6202912201888051,First,0.431625
16.25171698589862,8022.009478379612,2.029179055780773,2.7881985638647353,8.989944227877494,0.7076313052402052,First,0.431625
5.342784033764236,2555.130009777764,1.9266858745106223,1.6757468717514898,7.8458583857963715,0.6558013634356628,First,0.431625
0.030800369593783232,4.379042487417001,1.035653173490877,-3.4802285892764484,1.4768300903108997,0.03503231316505191,First,0.431625
0.031058339952850504,2.863003989508397,1.1578749364140153,-3.47188790915319,1.05187141958633,0.1465863736759484,First,0.431625
12.498924771517233,6904.105767309417,1.9290647840522468,2.52564262232985,8.839871552360492,0.6570353176272772,First,0.431625
12.948747819447274,7188.205858179878,1.9010914295610024,2.560999089991456,8.880196886639139,0.6424281578578951,First,0.431625
0.14983109588127635,59.47204843285342,1.6950960670593158,-1.8982466467892705,4.085506427935339,0.5277394159575082,First,0.431625
