lambda,tau,beta,log_lambda,log_tau,log_beta,Case,accept_frac
0.097720257956352,290.73742760383146,1.2659187240136884,-2.3256463928462656,5.672420549204451,0.2357981226198175,Sigmoid,0.5501041666666667
0.3189569478209089,907.2283790103978,1.4308471206701339,-1.14269914511425,6.8103942144621685,0.35826666095391113,Sigmoid,0.5501041666666667
0.12175332269139852,351.9579984222214,1.3279079380179022,-2.1057582262920507,5.863511845814438,0.28360472486953753,Sigmoid,0.5501041666666667
0.054595742931217016,138.04430622323449,1.3016477514097993,-2.9077993675636917,4.9275746932172595,0.2636309629505797,Sigmoid,0.5501041666666667
0.06846756459340649,183.28327621164593,1.3134016968896802,-2.6813951554403292,5.211032913430947,0.2726204867562976,Sigmoid,0.5501041666666667
0.2414029609021274,706.1561776652635,1.3571199692254066,-1.4212877048507315,6.55983642785217,0.30536478462769046,Sigmoid,0.5501041666666667
0.33852301033850196,986.3268429983764,1.5090649620708512,-1.083163211573836,6.893987783445201,0.4114902286078397,Sigmoid,0.5501041666666667
0.22306536345075623,739.8589201813891,1.3561348424199593,-1.5002904408256112,6.60645951961897,0.3046386258868986,Sigmoid,0.5501041666666667
0.303983371090982,916.5407070736107,1.4346984323427419,-1.1907822794306464,6.820606482085672,0.3609546754490946,Sigmoid,0.5501041666666667
0.09886444546791563,287.5301842470007,1.2514808352360973,-2.314005604807873,5.661327843411699,0.22432751833743983,Sigmoid,0.5501041666666667
0.3022610652475909,934.4654869039676,1.409850803824054,-1.1964641805706138,6.839974694061621,0.3434838859007563,Sigmoid,0.5501041666666667
0.2351316626253944,739.7504956013607,1.3276865228301735,-1.447609655237611,6.606312961238,0.28343797110385077,Sigmoid,0.5501041666666667
0.025621202604998384,52.521888207925834,0.915051694337019,-3.664335043529393,3.961230000957521,-0.08877471875929516,Sigmoid,0.5501041666666667
0.057102988553146466,134.95421491466516,1.2896138727236763,-2.862898824755543,4.904935572134217,0.2543428500973513,Sigmoid,0.5501041666666667
0.2666024900415078,848.390716713655,1.3987201364734336,-1.3219965312904942,6.743341280520402,0.33555763026303903,Sigmoid,0.5501041666666667
0.2310784379711337,784.5404922377271,1.267668365520323,-1.4649980677806256,6.665098186185519,0.23717928041936276,Sigmoid,0.5501041666666667
0.2199509448001757,711.752354356179,1.3476693890846676,-1.5143507356741257,6.567730033994164,0.29837672208593685,Sigmoid,0.5501041666666667
0.1820361237241043,513.588333832423,1.4184549349464362,-1.7035501295997149,6.241422037617039,0.3495682052495491,Sigmoid,0.5501041666666667
0.2994341656739427,868.9561485832343,1.5258481202912135,-1.2058606996996704,6.767292662062611,0.4225503999216173,Sigmoid,0.5501041666666667
0.21072260459434644,671.8478524120706,1.365932432413259,-1.5572126806120257,6.510031904787428,0.31183729609891175,Sigmoid,0.5501041666666667
0.30111586373094024,971.4779055698804,1.2733972856324016,-1.200260158960881,6.878818525964828,0.2416883570078153,Sigmoid,0.5501041666666667
0.2933561715314064,836.2015782030389,1.616292320931101,-1.226367805715301,6.728869706271842,0.48013483540526447,Sigmoid,0.5501041666666667
0.22191500153473542,692.3577422348409,1.3772815657495885,-1.5054608463952364,6.5401027905829245,0.3201116765123552,Sigmoid,0.5501041666666667
0.21486048927766524,689.2633586617352,1.3254883623463414,-1.5377663485534394,6.535623431162204,0.2817809668867039,Sigmoid,0.5501041666666667
0.115417073501076,358.9998891536839,1.296016516927287,-2.159202985235841,5.8833220797241195,0.25929534239153174,Sigmoid,0.5501041666666667
0.16322633030206446,495.46879336204216,1.328798224360324,-1.8126175118304482,6.205504371689926,0.2842749430429698,Sigmoid,0.5501041666666667
